Portfolio,Entity,Item,Type,Departmental Operating $'000,Departmental Non-operating $'000,Departmental External Revenue $'000,Departmental Special Appropriation $'000,Special Accounts $'000,Administered Operating $'000,Administered SPPs $'000,Administered Non-operating $'000,Administered Special Appropriation $'000,Total $'000
ATTORNEY-GENERAL'S,Australian Federal Police,Outcome 1,Agency Resourcing,898576,0,91974,0,9536,1107,0,0,50,1001243
ATTORNEY-GENERAL'S,Australian Federal Police,Outcome 1,Estimated Actual,896700,0,108985,0,11488,1071,0,0,50,1018294
ATTORNEY-GENERAL'S,Australian Federal Police,Outcome 2,Agency Resourcing,0,0,220813,0,0,0,0,0,0,220813
ATTORNEY-GENERAL'S,Australian Federal Police,Outcome 2,Estimated Actual,0,0,217600,0,0,0,0,0,0,217600
ATTORNEY-GENERAL'S,Australian Federal Police,Outcome 3,Agency Resourcing,700242,0,67907,0,0,49092,0,0,0,817241
ATTORNEY-GENERAL'S,Australian Federal Police,Outcome 3,Estimated Actual,677793,0,69154,0,0,29078,0,0,0,776025
ATTORNEY-GENERAL'S,Australian Federal Police,Equity Injections,Agency Resourcing,0,44550,0,0,0,0,0,0,0,44550
ATTORNEY-GENERAL'S,Australian Federal Police,Equity Injections,Estimated Actual,0,65535,0,0,0,0,0,0,0,65535
ATTORNEY-GENERAL'S,Australian Federal Police,Total,Agency Resourcing,1598818,44550,380694,0,9536,50199,0,0,50,2083847
ATTORNEY-GENERAL'S,Australian Federal Police,Total,Estimated Actual,1574493,65535,395739,0,11488,30149,0,0,50,2077454
ATTORNEY-GENERAL'S,Australian Financial Security Authority,Outcome 1,Agency Resourcing,52269,0,49952,0,60447,0,0,0,3000,165668
ATTORNEY-GENERAL'S,Australian Financial Security Authority,Outcome 1,Estimated Actual,57291,0,46403,0,59202,0,0,0,3000,165896
ATTORNEY-GENERAL'S,Australian Financial Security Authority,Total,Agency Resourcing,52269,0,49952,0,60447,0,0,0,3000,165668
ATTORNEY-GENERAL'S,Australian Financial Security Authority,Total,Estimated Actual,57291,0,46403,0,59202,0,0,0,3000,165896
ATTORNEY-GENERAL'S,Australian Institute of Criminology,Outcome 1,Agency Resourcing,5507,0,0,0,593,0,0,0,0,6100
ATTORNEY-GENERAL'S,Australian Institute of Criminology,Outcome 1,Estimated Actual,5685,0,0,0,661,0,0,0,0,6346
ATTORNEY-GENERAL'S,Australian Institute of Criminology,Total,Agency Resourcing,5507,0,0,0,593,0,0,0,0,6100
ATTORNEY-GENERAL'S,Australian Institute of Criminology,Total,Estimated Actual,5685,0,0,0,661,0,0,0,0,6346
ATTORNEY-GENERAL'S,Australian Law Reform Commission,Outcome 1,Agency Resourcing,2998,0,1,0,0,0,0,0,0,2999
ATTORNEY-GENERAL'S,Australian Law Reform Commission,Outcome 1,Estimated Actual,4428,0,1,0,0,0,0,0,0,4429
ATTORNEY-GENERAL'S,Australian Law Reform Commission,Total,Agency Resourcing,2998,0,1,0,0,0,0,0,0,2999
ATTORNEY-GENERAL'S,Australian Law Reform Commission,Total,Estimated Actual,4428,0,1,0,0,0,0,0,0,4429
ATTORNEY-GENERAL'S,Australian Transaction Reports and Analysis Centre,Outcome 1,Agency Resourcing,153342,0,5847,0,0,0,0,0,0,159189
ATTORNEY-GENERAL'S,Australian Transaction Reports and Analysis Centre,Outcome 1,Estimated Actual,100856,0,10096,0,0,0,0,0,0,110952
ATTORNEY-GENERAL'S,Australian Transaction Reports and Analysis Centre,Equity Injections,Agency Resourcing,0,15050,0,0,0,0,0,0,0,15050
ATTORNEY-GENERAL'S,Australian Transaction Reports and Analysis Centre,Equity Injections,Estimated Actual,0,11334,0,0,0,0,0,0,0,11334
ATTORNEY-GENERAL'S,Australian Transaction Reports and Analysis Centre,Total,Agency Resourcing,153342,15050,5847,0,0,0,0,0,0,174239
ATTORNEY-GENERAL'S,Australian Transaction Reports and Analysis Centre,Total,Estimated Actual,100856,11334,10096,0,0,0,0,0,0,122286
ATTORNEY-GENERAL'S,Federal Court of Australia,Outcome 1,Agency Resourcing,79987,0,1435,0,0,0,0,0,600,82022
ATTORNEY-GENERAL'S,Federal Court of Australia,Outcome 1,Estimated Actual,71428,0,1435,0,0,0,0,0,600,73463
ATTORNEY-GENERAL'S,Federal Court of Australia,Outcome 2,Agency Resourcing,49370,0,0,0,0,0,0,0,100,49470
ATTORNEY-GENERAL'S,Federal Court of Australia,Outcome 2,Estimated Actual,48561,0,0,0,0,0,0,0,100,48661
ATTORNEY-GENERAL'S,Federal Court of Australia,Outcome 3,Agency Resourcing,116057,0,0,0,0,947,0,0,200,117204
ATTORNEY-GENERAL'S,Federal Court of Australia,Outcome 3,Estimated Actual,106950,0,0,0,0,931,0,0,200,108081
ATTORNEY-GENERAL'S,Federal Court of Australia,Outcome 4,Agency Resourcing,162595,0,792,0,0,0,0,0,0,163387
ATTORNEY-GENERAL'S,Federal Court of Australia,Outcome 4,Estimated Actual,131562,0,790,0,0,0,0,0,0,132352
ATTORNEY-GENERAL'S,Federal Court of Australia,Total,Agency Resourcing,408009,0,2227,0,0,947,0,0,900,412083
ATTORNEY-GENERAL'S,Federal Court of Australia,Total,Estimated Actual,358501,0,2225,0,0,931,0,0,900,362557
ATTORNEY-GENERAL'S,High Court of Australia,Outcome 1,Agency Resourcing,20951,0,625,0,0,0,0,0,0,21576
ATTORNEY-GENERAL'S,High Court of Australia,Outcome 1,Estimated Actual,20192,0,800,0,0,0,0,0,0,20992
ATTORNEY-GENERAL'S,High Court of Australia,Equity Injections,Agency Resourcing,0,550,0,0,0,0,0,0,0,550
ATTORNEY-GENERAL'S,High Court of Australia,Equity Injections,Estimated Actual,0,850,0,0,0,0,0,0,0,850
ATTORNEY-GENERAL'S,High Court of Australia,Total,Agency Resourcing,20951,550,625,0,0,0,0,0,0,22126
ATTORNEY-GENERAL'S,High Court of Australia,Total,Estimated Actual,20192,850,800,0,0,0,0,0,0,21842
ATTORNEY-GENERAL'S,National Anti-Corruption Commission,Outcome 1,Agency Resourcing,65551,0,0,0,0,0,0,0,0,65551
ATTORNEY-GENERAL'S,National Anti-Corruption Commission,Outcome 1,Estimated Actual,57533,0,0,0,0,0,0,0,0,57533
ATTORNEY-GENERAL'S,National Anti-Corruption Commission,Equity Injections,Agency Resourcing,0,1692,0,0,0,0,0,0,0,1692
ATTORNEY-GENERAL'S,National Anti-Corruption Commission,Equity Injections,Estimated Actual,0,27839,0,0,0,0,0,0,0,27839
ATTORNEY-GENERAL'S,National Anti-Corruption Commission,Total,Agency Resourcing,65551,1692,0,0,0,0,0,0,0,67243
ATTORNEY-GENERAL'S,National Anti-Corruption Commission,Total,Estimated Actual,57533,27839,0,0,0,0,0,0,0,85372
ATTORNEY-GENERAL'S,Office of the Australian Information Commissioner,Outcome 1,Agency Resourcing,36792,0,0,0,0,0,0,0,0,36792
ATTORNEY-GENERAL'S,Office of the Australian Information Commissioner,Outcome 1,Estimated Actual,45125,0,178,0,0,0,0,0,0,45303
ATTORNEY-GENERAL'S,Office of the Australian Information Commissioner,Equity Injections,Agency Resourcing,0,0,0,0,0,0,0,0,0,0
ATTORNEY-GENERAL'S,Office of the Australian Information Commissioner,Equity Injections,Estimated Actual,0,1000,0,0,0,0,0,0,0,1000
ATTORNEY-GENERAL'S,Office of the Australian Information Commissioner,Total,Agency Resourcing,36792,0,0,0,0,0,0,0,0,36792
ATTORNEY-GENERAL'S,Office of the Australian Information Commissioner,Total,Estimated Actual,45125,1000,178,0,0,0,0,0,0,46303
ATTORNEY-GENERAL'S,Office of the Commonwealth Ombudsman,Outcome 1,Agency Resourcing,46358,0,4700,0,0,0,0,0,0,51058
ATTORNEY-GENERAL'S,Office of the Commonwealth Ombudsman,Outcome 1,Estimated Actual,42994,0,4385,0,0,0,0,0,0,47379
ATTORNEY-GENERAL'S,Office of the Commonwealth Ombudsman,Total,Agency Resourcing,46358,0,4700,0,0,0,0,0,0,51058
ATTORNEY-GENERAL'S,Office of the Commonwealth Ombudsman,Total,Estimated Actual,42994,0,4385,0,0,0,0,0,0,47379
ATTORNEY-GENERAL'S,Office of the Director of Public Prosecutions,Outcome 1,Agency Resourcing,132807,0,11070,0,0,0,0,3000,0,146877
ATTORNEY-GENERAL'S,Office of the Director of Public Prosecutions,Outcome 1,Estimated Actual,107878,0,11608,0,0,0,0,0,0,119486
ATTORNEY-GENERAL'S,Office of the Director of Public Prosecutions,Equity Injections,Agency Resourcing,0,0,0,0,0,0,0,0,0,0
ATTORNEY-GENERAL'S,Office of the Director of Public Prosecutions,Equity Injections,Estimated Actual,0,2200,0,0,0,0,0,0,0,2200
ATTORNEY-GENERAL'S,Office of the Director of Public Prosecutions,Total,Agency Resourcing,132807,0,11070,0,0,0,0,3000,0,146877
ATTORNEY-GENERAL'S,Office of the Director of Public Prosecutions,Total,Estimated Actual,107878,2200,11608,0,0,0,0,0,0,121686
ATTORNEY-GENERAL'S,Office of the Inspector-General of Intelligence and Security,Outcome 1,Agency Resourcing,16483,0,86,0,0,0,0,0,0,16569
ATTORNEY-GENERAL'S,Office of the Inspector-General of Intelligence and Security,Outcome 1,Estimated Actual,13701,0,286,0,0,0,0,0,0,13987
ATTORNEY-GENERAL'S,Office of the Inspector-General of Intelligence and Security,Total,Agency Resourcing,16483,0,86,0,0,0,0,0,0,16569
ATTORNEY-GENERAL'S,Office of the Inspector-General of Intelligence and Security,Total,Estimated Actual,13701,0,286,0,0,0,0,0,0,13987
ATTORNEY-GENERAL'S,Office of Parliamentary Counsel,Outcome 1,Agency Resourcing,23711,0,7704,0,0,0,0,0,0,31415
ATTORNEY-GENERAL'S,Office of Parliamentary Counsel,Outcome 1,Estimated Actual,21480,0,8065,0,0,0,0,0,0,29545
ATTORNEY-GENERAL'S,Office of Parliamentary Counsel,Equity Injections,Agency Resourcing,0,600,0,0,0,0,0,0,0,600
ATTORNEY-GENERAL'S,Office of Parliamentary Counsel,Equity Injections,Estimated Actual,0,700,0,0,0,0,0,0,0,700
ATTORNEY-GENERAL'S,Office of Parliamentary Counsel,Total,Agency Resourcing,23711,600,7704,0,0,0,0,0,0,32015
ATTORNEY-GENERAL'S,Office of Parliamentary Counsel,Total,Estimated Actual,21480,700,8065,0,0,0,0,0,0,30245
ATTORNEY-GENERAL'S,Office of the Special Investigator,Outcome 1,Agency Resourcing,57875,0,0,0,0,0,0,0,0,57875
ATTORNEY-GENERAL'S,Office of the Special Investigator,Outcome 1,Estimated Actual,56206,0,0,0,0,0,0,0,0,56206
ATTORNEY-GENERAL'S,Office of the Special Investigator,Equity Injections,Agency Resourcing,0,500,0,0,0,0,0,0,0,500
ATTORNEY-GENERAL'S,Office of the Special Investigator,Equity Injections,Estimated Actual,0,500,0,0,0,0,0,0,0,500
ATTORNEY-GENERAL'S,Office of the Special Investigator,Total,Agency Resourcing,57875,500,0,0,0,0,0,0,0,58375
ATTORNEY-GENERAL'S,Office of the Special Investigator,Total,Estimated Actual,56206,500,0,0,0,0,0,0,0,56706
ATTORNEY-GENERAL'S,,PORTFOLIO TOTAL,Agency Resourcing,3390058,92030,679444,0,247863,463094,0,3000,11780,4887269
ATTORNEY-GENERAL'S,,PORTFOLIO TOTAL,Estimated Actual,3169132,122486,688205,0,262771,518445,0,1356,12430,4774825
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","Department of Climate Change, Energy, the Environment and Water",Outcome 1,Agency Resourcing,436491,0,1769,0,350000,827465,0,0,4502,1620227
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","Department of Climate Change, Energy, the Environment and Water",Outcome 1,Estimated Actual,338815,0,3567,0,404159,748628,0,0,30,1495199
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","Department of Climate Change, Energy, the Environment and Water",Outcome 2,Agency Resourcing,497066,0,3335,0,13450,488168,0,0,81,1002100
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","Department of Climate Change, Energy, the Environment and Water",Outcome 2,Estimated Actual,423286,0,4820,0,16311,411190,0,0,81,855688
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","Department of Climate Change, Energy, the Environment and Water",Outcome 3,Agency Resourcing,318035,0,8000,0,0,5000,0,0,0,331035
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","Department of Climate Change, Energy, the Environment and Water",Outcome 3,Estimated Actual,336944,0,9000,0,0,5000,0,0,0,350944
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","Department of Climate Change, Energy, the Environment and Water",Outcome 4,Agency Resourcing,141947,0,0,0,2799,134705,0,0,0,279451
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","Department of Climate Change, Energy, the Environment and Water",Outcome 4,Estimated Actual,101520,0,0,0,2680,276072,0,0,0,380272
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","Department of Climate Change, Energy, the Environment and Water",Equity Injections,Agency Resourcing,0,19989,0,0,0,0,0,0,0,19989
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","Department of Climate Change, Energy, the Environment and Water",Equity Injections,Estimated Actual,0,24123,0,0,0,0,0,0,0,24123
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","Department of Climate Change, Energy, the Environment and Water",Administered Assets and Liabilities,Agency Resourcing,0,0,0,0,0,0,0,2568780,0,2568780
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","Department of Climate Change, Energy, the Environment and Water",Administered Assets and Liabilities,Estimated Actual,0,0,0,0,0,0,0,8820397,0,8820397
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","Department of Climate Change, Energy, the Environment and Water",Total,Agency Resourcing,1393539,19989,13104,0,366249,1455338,0,2568780,4583,5821582
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","Department of Climate Change, Energy, the Environment and Water",Total,Estimated Actual,1200565,24123,17387,0,423150,1440890,0,8820397,111,11926623
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Australian Institute of Marine Science*,Outcome 1,Agency Resourcing,81869,0,46239,0,0,0,0,0,0,128108
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Australian Institute of Marine Science*,Outcome 1,Estimated Actual,99852,0,37606,0,0,0,0,0,0,137458
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Australian Institute of Marine Science*,Equity Injections,Agency Resourcing,0,11416,0,0,0,0,0,0,0,11416
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Australian Institute of Marine Science*,Equity Injections,Estimated Actual,0,29246,0,0,0,0,0,0,0,29246
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Australian Institute of Marine Science*,Total,Agency Resourcing,81869,11416,46239,0,0,0,0,0,0,139524
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Australian Institute of Marine Science*,Total,Estimated Actual,99852,29246,37606,0,0,0,0,0,0,166704
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Australian Renewable Energy Agency*,Outcome 1,Agency Resourcing,465264,0,1420,0,0,0,0,0,0,466684
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Australian Renewable Energy Agency*,Outcome 1,Estimated Actual,320963,0,1330,0,0,0,0,0,0,322293
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Australian Renewable Energy Agency*,Total,Agency Resourcing,465264,0,1420,0,0,0,0,0,0,466684
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Australian Renewable Energy Agency*,Total,Estimated Actual,320963,0,1330,0,0,0,0,0,0,322293
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Clean Energy Finance Corporation*,Outcome 1,Agency Resourcing,20800,0,304972,0,0,0,0,0,0,325772
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Clean Energy Finance Corporation*,Outcome 1,Estimated Actual,20811,0,240276,0,0,0,0,0,0,261087
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Clean Energy Finance Corporation*,Total,Agency Resourcing,20800,0,304972,0,0,0,0,0,0,325772
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Clean Energy Finance Corporation*,Total,Estimated Actual,20811,0,240276,0,0,0,0,0,0,261087
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Director of National Parks*,Outcome 1,Agency Resourcing,113295,0,36961,0,0,0,0,0,0,150256
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Director of National Parks*,Outcome 1,Estimated Actual,106592,0,24345,0,0,0,0,0,0,130937
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Director of National Parks*,Equity Injections,Agency Resourcing,0,72288,0,0,0,0,0,0,0,72288
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Director of National Parks*,Equity Injections,Estimated Actual,0,36883,0,0,0,0,0,0,0,36883
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Director of National Parks*,Total,Agency Resourcing,113295,72288,36961,0,0,0,0,0,0,222544
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Director of National Parks*,Total,Estimated Actual,106592,36883,24345,0,0,0,0,0,0,167820
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Murray-Darling Basin Authority*,Outcome 1,Agency Resourcing,84670,0,129485,0,0,0,0,0,0,214155
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Murray-Darling Basin Authority*,Outcome 1,Estimated Actual,87880,0,124406,0,0,0,0,0,0,212286
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Murray-Darling Basin Authority*,Equity Injections,Agency Resourcing,0,0,0,0,0,0,0,0,0,0
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Murray-Darling Basin Authority*,Equity Injections,Estimated Actual,0,9998,0,0,0,0,0,0,0,9998
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Murray-Darling Basin Authority*,Total,Agency Resourcing,84670,0,129485,0,0,0,0,0,0,214155
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Murray-Darling Basin Authority*,Total,Estimated Actual,87880,9998,124406,0,0,0,0,0,0,222284
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Sydney Harbour Federation Trust*,Outcome 1,Agency Resourcing,650,0,22342,0,0,0,0,0,0,22992
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Sydney Harbour Federation Trust*,Outcome 1,Estimated Actual,4598,0,22135,0,0,0,0,0,0,26733
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Sydney Harbour Federation Trust*,Equity Injections,Agency Resourcing,0,18911,0,0,0,0,0,0,0,18911
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Sydney Harbour Federation Trust*,Equity Injections,Estimated Actual,0,25591,0,0,0,0,0,0,0,25591
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Sydney Harbour Federation Trust*,Total,Agency Resourcing,650,18911,22342,0,0,0,0,0,0,41903
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Sydney Harbour Federation Trust*,Total,Estimated Actual,4598,25591,22135,0,0,0,0,0,0,52324
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Bureau of Meteorology,Outcome 1,Agency Resourcing,440088,0,100519,0,0,0,0,0,0,540607
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Bureau of Meteorology,Outcome 1,Estimated Actual,429251,0,100862,0,0,0,0,0,0,530113
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Bureau of Meteorology,Equity Injections,Agency Resourcing,0,29593,0,0,0,0,0,0,0,29593
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Bureau of Meteorology,Equity Injections,Estimated Actual,0,10788,0,0,0,0,0,0,0,10788
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Bureau of Meteorology,Total,Agency Resourcing,440088,29593,100519,0,0,0,0,0,0,570200
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Bureau of Meteorology,Total,Estimated Actual,429251,10788,100862,0,0,0,0,0,0,540901
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Clean Energy Regulator,Outcome 1,Agency Resourcing,109067,0,0,0,3500,269947,0,0,509,383023
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Clean Energy Regulator,Outcome 1,Estimated Actual,127598,0,0,0,3500,332743,0,0,509,464350
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Clean Energy Regulator,Outcome 2,Agency Resourcing,6500,0,0,0,0,0,0,0,0,6500
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Clean Energy Regulator,Outcome 2,Estimated Actual,6972,0,0,0,0,0,0,0,0,6972
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Clean Energy Regulator,Total,Agency Resourcing,115567,0,0,0,3500,269947,0,0,509,389523
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Clean Energy Regulator,Total,Estimated Actual,134570,0,0,0,3500,332743,0,0,509,471322
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Climate Change Authority,Outcome 1,Agency Resourcing,13886,0,0,0,0,0,0,0,0,13886
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Climate Change Authority,Outcome 1,Estimated Actual,13396,0,500,0,0,0,0,0,0,13896
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Climate Change Authority,Total,Agency Resourcing,13886,0,0,0,0,0,0,0,0,13886
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Climate Change Authority,Total,Estimated Actual,13396,0,500,0,0,0,0,0,0,13896
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Great Barrier Reef Marine Park Authority,Outcome 1,Agency Resourcing,82561,0,4083,11000,19305,0,0,0,0,116949
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Great Barrier Reef Marine Park Authority,Outcome 1,Estimated Actual,80672,0,6578,8000,21032,0,0,0,0,116282
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Great Barrier Reef Marine Park Authority,Equity Injections,Agency Resourcing,0,7146,0,0,0,0,0,0,0,7146
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Great Barrier Reef Marine Park Authority,Equity Injections,Estimated Actual,0,2124,0,0,0,0,0,0,0,2124
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Great Barrier Reef Marine Park Authority,Total,Agency Resourcing,82561,7146,4083,11000,19305,0,0,0,0,124095
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",Great Barrier Reef Marine Park Authority,Total,Estimated Actual,80672,2124,6578,8000,21032,0,0,0,0,118406
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",,PORTFOLIO TOTAL,Agency Resourcing,2812189,159343,659125,11000,389054,1725285,0,2568780,5092,8329868
"CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER",,PORTFOLIO TOTAL,Estimated Actual,2499150,138753,575425,8000,447682,1773633,0,8820397,620,14263660
DEFENCE,Department of Defence,Outcome 1,Agency Resourcing,221852,0,1908,0,0,0,0,0,0,223760
DEFENCE,Department of Defence,Outcome 1,Estimated Actual,324396,0,7158,0,0,0,0,0,0,331554
DEFENCE,Department of Defence,Outcome 2,Agency Resourcing,41768428,0,745260,0,273151,0,0,0,4690198,47477037
DEFENCE,Department of Defence,Outcome 2,Estimated Actual,38809941,0,1033752,0,67466,0,0,0,4263438,44174597
DEFENCE,Department of Defence,Equity Injections,Agency Resourcing,0,10590238,0,0,0,0,0,0,0,10590238
DEFENCE,Department of Defence,Equity Injections,Estimated Actual,0,11086276,0,0,0,0,0,0,0,11086276
DEFENCE,Department of Defence,Total,Agency Resourcing,41990280,10590238,747168,0,273151,0,0,0,4690198,58291035
DEFENCE,Department of Defence,Total,Estimated Actual,39134337,11086276,1040910,0,67466,0,0,0,4263438,55592427
DEFENCE,Army and Air Force Canteen Service*,Outcome 1,Agency Resourcing,0,0,33465,0,0,0,0,0,0,33465
DEFENCE,Army and Air Force Canteen Service*,Outcome 1,Estimated Actual,0,0,32339,0,0,0,0,0,0,32339
DEFENCE,Army and Air Force Canteen Service*,Total,Agency Resourcing,0,0,33465,0,0,0,0,0,0,33465
DEFENCE,Army and Air Force Canteen Service*,Total,Estimated Actual,0,0,32339,0,0,0,0,0,0,32339
DEFENCE,Australian Military Forces Relief Trust Fund*,Outcome 1,Agency Resourcing,0,0,838,0,0,0,0,0,0,838
DEFENCE,Australian Military Forces Relief Trust Fund*,Outcome 1,Estimated Actual,0,0,813,0,0,0,0,0,0,813
DEFENCE,Australian Military Forces Relief Trust Fund*,Total,Agency Resourcing,0,0,838,0,0,0,0,0,0,838
DEFENCE,Australian Military Forces Relief Trust Fund*,Total,Estimated Actual,0,0,813,0,0,0,0,0,0,813
DEFENCE,Australian Strategic Policy Institute Limited*,Outcome 1,Agency Resourcing,0,0,14955,0,0,0,0,0,0,14955
DEFENCE,Australian Strategic Policy Institute Limited*,Outcome 1,Estimated Actual,0,0,14001,0,0,0,0,0,0,14001
DEFENCE,Australian Strategic Policy Institute Limited*,Total,Agency Resourcing,0,0,14955,0,0,0,0,0,0,14955
DEFENCE,Australian Strategic Policy Institute Limited*,Total,Estimated Actual,0,0,14001,0,0,0,0,0,0,14001
DEFENCE,Defence Housing Australia*,Outcome 1,Agency Resourcing,0,0,931171,0,0,0,0,0,0,931171
DEFENCE,Defence Housing Australia*,Outcome 1,Estimated Actual,0,0,827133,0,0,0,0,0,0,827133
DEFENCE,Defence Housing Australia*,Total,Agency Resourcing,0,0,931171,0,0,0,0,0,0,931171
DEFENCE,Defence Housing Australia*,Total,Estimated Actual,0,0,827133,0,0,0,0,0,0,827133
DEFENCE,Royal Australian Air Force Veterans Residences Trust Fund*,Outcome 1,Agency Resourcing,0,0,656,0,0,0,0,0,0,656
DEFENCE,Royal Australian Air Force Veterans Residences Trust Fund*,Outcome 1,Estimated Actual,0,0,656,0,0,0,0,0,0,656
DEFENCE,Royal Australian Air Force Veterans Residences Trust Fund*,Total,Agency Resourcing,0,0,656,0,0,0,0,0,0,656
DEFENCE,Royal Australian Air Force Veterans Residences Trust Fund*,Total,Estimated Actual,0,0,656,0,0,0,0,0,0,656
DEFENCE,Royal Australian Air Force Welfare Trust Fund*,Outcome 1,Agency Resourcing,0,0,1710,0,0,0,0,0,0,1710
DEFENCE,Royal Australian Air Force Welfare Trust Fund*,Outcome 1,Estimated Actual,0,0,1710,0,0,0,0,0,0,1710
DEFENCE,Royal Australian Air Force Welfare Trust Fund*,Total,Agency Resourcing,0,0,1710,0,0,0,0,0,0,1710
DEFENCE,Royal Australian Air Force Welfare Trust Fund*,Total,Estimated Actual,0,0,1710,0,0,0,0,0,0,1710
DEFENCE,Royal Australian Navy Central Canteens Board (Royal Australian Navy Central Canteens Fund)*,Outcome 1,Agency Resourcing,0,0,18596,0,0,0,0,0,0,18596
DEFENCE,Royal Australian Navy Central Canteens Board (Royal Australian Navy Central Canteens Fund)*,Outcome 1,Estimated Actual,0,0,17903,0,0,0,0,0,0,17903
