Portfolio,Entity,Item,Type,Departmental Operating $'000,Departmental Non-operating $'000,Departmental External Revenue $'000,Departmental Special Appropriation $'000,Special Accounts $'000,Administered Operating $'000,Administered SPPs $'000,Administered Non-operating $'000,Administered Special Appropriation $'000,Total $'000
HEALTH AND AGED CARE,Australian Sports Commission*,Equity Injections,Estimated Actual,0,2882,0,0,0,0,0,0,0,2882
HEALTH AND AGED CARE,Australian Sports Commission*,Total,Agency Resourcing,308602,355,18576,0,0,0,0,0,0,327533
HEALTH AND AGED CARE,Australian Sports Commission*,Total,Estimated Actual,351081,2882,21111,0,0,0,0,0,0,375074
HEALTH AND AGED CARE,Australian Sports Foundation Limited*,Outcome 1,Agency Resourcing,0,0,48200,0,0,0,0,0,0,48200
HEALTH AND AGED CARE,Australian Sports Foundation Limited*,Outcome 1,Estimated Actual,0,0,48200,0,0,0,0,0,0,48200
HEALTH AND AGED CARE,Australian Sports Foundation Limited*,Total,Agency Resourcing,0,0,48200,0,0,0,0,0,0,48200
HEALTH AND AGED CARE,Australian Sports Foundation Limited*,Total,Estimated Actual,0,0,48200,0,0,0,0,0,0,48200
HEALTH AND AGED CARE,Food Standards Australia New Zealand*,Outcome 1,Agency Resourcing,17855,0,4758,0,0,0,0,0,0,22613
HEALTH AND AGED CARE,Food Standards Australia New Zealand*,Outcome 1,Estimated Actual,17458,0,5068,0,0,0,0,0,0,22526
HEALTH AND AGED CARE,Food Standards Australia New Zealand*,Total,Agency Resourcing,17855,0,4758,0,0,0,0,0,0,22613
HEALTH AND AGED CARE,Food Standards Australia New Zealand*,Total,Estimated Actual,17458,0,5068,0,0,0,0,0,0,22526
HEALTH AND AGED CARE,Independent Health and Aged Care Pricing Authority*,Outcome 1,Agency Resourcing,0,0,46549,0,0,0,0,0,0,46549
HEALTH AND AGED CARE,Independent Health and Aged Care Pricing Authority*,Outcome 1,Estimated Actual,0,0,45268,0,0,0,0,0,0,45268
HEALTH AND AGED CARE,Independent Health and Aged Care Pricing Authority*,Total,Agency Resourcing,0,0,46549,0,0,0,0,0,0,46549
HEALTH AND AGED CARE,Independent Health and Aged Care Pricing Authority*,Total,Estimated Actual,0,0,45268,0,0,0,0,0,0,45268
HEALTH AND AGED CARE,Aged Care Quality and Safety Commission,Outcome 1,Agency Resourcing,314900,0,17351,0,0,0,0,0,0,332251
HEALTH AND AGED CARE,Aged Care Quality and Safety Commission,Outcome 1,Estimated Actual,271726,0,18271,0,0,0,0,0,0,289997
HEALTH AND AGED CARE,Aged Care Quality and Safety Commission,Equity Injections,Agency Resourcing,0,150,0,0,0,0,0,0,0,150
HEALTH AND AGED CARE,Aged Care Quality and Safety Commission,Equity Injections,Estimated Actual,0,850,0,0,0,0,0,0,0,850
HEALTH AND AGED CARE,Aged Care Quality and Safety Commission,Total,Agency Resourcing,314900,150,17351,0,0,0,0,0,0,332401
HEALTH AND AGED CARE,Aged Care Quality and Safety Commission,Total,Estimated Actual,271726,850,18271,0,0,0,0,0,0,290847
HEALTH AND AGED CARE,Australian National Preventive Health Agency,Total,Agency Resourcing,0,0,0,0,0,0,0,0,0,0
HEALTH AND AGED CARE,Australian National Preventive Health Agency,Total,Estimated Actual,0,0,0,0,0,0,0,0,0,0
HEALTH AND AGED CARE,Australian Organ and Tissue Donation and Transplantation Authority,Outcome 1,Agency Resourcing,7187,0,0,0,0,51906,0,0,0,59093
HEALTH AND AGED CARE,Australian Organ and Tissue Donation and Transplantation Authority,Outcome 1,Estimated Actual,7037,0,0,0,0,51066,0,0,0,58103
HEALTH AND AGED CARE,Australian Organ and Tissue Donation and Transplantation Authority,Total,Agency Resourcing,7187,0,0,0,0,51906,0,0,0,59093
HEALTH AND AGED CARE,Australian Organ and Tissue Donation and Transplantation Authority,Total,Estimated Actual,7037,0,0,0,0,51066,0,0,0,58103
HEALTH AND AGED CARE,Australian Radiation Protection and Nuclear Safety Agency,Outcome 1,Agency Resourcing,26151,0,0,0,14993,0,0,0,0,41144
HEALTH AND AGED CARE,Australian Radiation Protection and Nuclear Safety Agency,Outcome 1,Estimated Actual,28547,0,0,0,13424,0,0,0,0,41971
HEALTH AND AGED CARE,Australian Radiation Protection and Nuclear Safety Agency,Equity Injections,Agency Resourcing,0,0,0,0,0,0,0,0,0,0
HEALTH AND AGED CARE,Australian Radiation Protection and Nuclear Safety Agency,Equity Injections,Estimated Actual,0,10468,0,0,0,0,0,0,0,10468
HEALTH AND AGED CARE,Australian Radiation Protection and Nuclear Safety Agency,Total,Agency Resourcing,26151,0,0,0,14993,0,0,0,0,41144
HEALTH AND AGED CARE,Australian Radiation Protection and Nuclear Safety Agency,Total,Estimated Actual,28547,10468,0,0,13424,0,0,0,0,52439
HEALTH AND AGED CARE,Cancer Australia,Outcome 1,Agency Resourcing,14194,0,421,0,0,34362,0,0,0,48977
HEALTH AND AGED CARE,Cancer Australia,Outcome 1,Estimated Actual,13407,0,1763,0,0,24743,0,0,0,39913
HEALTH AND AGED CARE,Cancer Australia,Total,Agency Resourcing,14194,0,421,0,0,34362,0,0,0,48977
HEALTH AND AGED CARE,Cancer Australia,Total,Estimated Actual,13407,0,1763,0,0,24743,0,0,0,39913
HEALTH AND AGED CARE,National Blood Authority,Outcome 1,Agency Resourcing,9102,0,0,0,1872164,8429,0,0,0,1889695
HEALTH AND AGED CARE,National Blood Authority,Outcome 1,Estimated Actual,6322,0,0,0,1714362,5829,0,0,0,1726513
HEALTH AND AGED CARE,National Blood Authority,Total,Agency Resourcing,9102,0,0,0,1872164,8429,0,0,0,1889695
HEALTH AND AGED CARE,National Blood Authority,Total,Estimated Actual,6322,0,0,0,1714362,5829,0,0,0,1726513
HEALTH AND AGED CARE,National Health and Medical Research Council,Outcome 1,Agency Resourcing,38438,0,12620,0,10000,953872,0,0,0,1014930
HEALTH AND AGED CARE,National Health and Medical Research Council,Outcome 1,Estimated Actual,37599,0,13100,0,10000,923780,0,0,0,984479
HEALTH AND AGED CARE,National Health and Medical Research Council,Total,Agency Resourcing,38438,0,12620,0,10000,953872,0,0,0,1014930
HEALTH AND AGED CARE,National Health and Medical Research Council,Total,Estimated Actual,37599,0,13100,0,10000,923780,0,0,0,984479
HEALTH AND AGED CARE,National Health Funding Body,Outcome 1,Agency Resourcing,6879,0,0,0,0,0,0,0,0,6879
HEALTH AND AGED CARE,National Health Funding Body,Outcome 1,Estimated Actual,7456,0,0,0,0,0,0,0,0,7456
HEALTH AND AGED CARE,National Health Funding Body,Total,Agency Resourcing,6879,0,0,0,0,0,0,0,0,6879
HEALTH AND AGED CARE,National Health Funding Body,Total,Estimated Actual,7456,0,0,0,0,0,0,0,0,7456
HEALTH AND AGED CARE,National Mental Health Commission,Outcome 1,Agency Resourcing,2851,0,321,0,0,1494,0,0,0,4666
HEALTH AND AGED CARE,National Mental Health Commission,Outcome 1,Estimated Actual,11147,0,285,0,0,5783,0,0,0,17215
HEALTH AND AGED CARE,National Mental Health Commission,Total,Agency Resourcing,2851,0,321,0,0,1494,0,0,0,4666
HEALTH AND AGED CARE,National Mental Health Commission,Total,Estimated Actual,11147,0,285,0,0,5783,0,0,0,17215
HEALTH AND AGED CARE,Office of the Inspector-General of Aged Care,Outcome 1,Agency Resourcing,6987,0,0,0,0,0,0,0,0,6987
HEALTH AND AGED CARE,Office of the Inspector-General of Aged Care,Outcome 1,Estimated Actual,6308,0,0,0,0,0,0,0,0,6308
HEALTH AND AGED CARE,Office of the Inspector-General of Aged Care,Equity Injections,Agency Resourcing,0,1900,0,0,0,0,0,0,0,1900
HEALTH AND AGED CARE,Office of the Inspector-General of Aged Care,Equity Injections,Estimated Actual,0,3331,0,0,0,0,0,0,0,3331
HEALTH AND AGED CARE,Office of the Inspector-General of Aged Care,Total,Agency Resourcing,6987,1900,0,0,0,0,0,0,0,8887
HEALTH AND AGED CARE,Office of the Inspector-General of Aged Care,Total,Estimated Actual,6308,3331,0,0,0,0,0,0,0,9639
